date,agg,bil,btcusd,gld,spy,vb,vnq,vo,vwo
2024-01-05,100,100,0,0,100,100,0,0,0
2024-01-08,100,100,0,0,100,100,0,0,0
2024-01-09,100,100,0,0,100,100,0,0,0
2024-01-10,100,100,0,0,100,100,0,0,0
2024-01-11,100,100,0,0,100,100,0,0,0
2024-01-12,100,100,0,0,100,100,0,0,0
2024-01-16,100,100,0,0,100,100,0,0,0
2024-01-17,100,100,0,0,100,100,0,0,0
2024-01-18,100,100,0,0,100,100,0,0,0
2024-01-19,100,100,0,0,100,100,0,0,0
2024-01-22,100,100,0,0,100,100,0,0,0
2024-01-23,0,0,0,0,0,31,100,100,0
2024-01-24,0,0,0,0,0,0,0,0,0
2024-01-25,0,0,0,0,0,0,0,0,0
2024-01-26,0,0,0,0,0,0,0,0,0
2024-01-29,0,0,0,0,0,0,0,0,0
2024-01-30,0,0,0,0,0,0,0,0,0
2024-01-31,0,0,0,0,0,0,0,0,0
2024-02-01,0,0,0,0,0,0,0,0,0
2024-02-02,0,0,0,0,0,0,0,0,0
2024-02-05,0,0,0,0,0,0,0,0,0
2024-02-06,0,0,0,0,0,0,0,0,0
2024-02-07,0,0,0,0,0,0,0,0,0
2024-02-08,0,0,0,0,0,0,0,0,0
2024-02-09,0,0,0,0,0,0,0,0,0
2024-02-12,0,0,0,0,0,0,0,0,0
2024-02-13,0,0,0,0,0,0,0,0,0
2024-02-14,0,0,0,0,0,0,0,0,0
2024-02-15,0,0,0,0,0,0,0,0,0
2024-02-16,0,0,0,0,0,0,0,0,0
2024-02-20,0,0,0,0,0,0,0,0,0
2024-02-21,0,0,0,0,0,0,0,0,0
2024-02-22,0,0,0,0,0,0,0,0,0
2024-02-23,0,0,0,0,0,0,0,0,0
2024-02-26,0,0,0,0,0,0,0,0,0
2024-02-27,0,0,0,0,0,0,0,0,0
2024-02-28,0,0,0,0,0,0,0,0,0
2024-02-29,0,0,0,0,0,0,0,0,0
2024-03-01,0,0,0,0,0,0,0,0,0
2024-03-04,0,0,0,0,0,0,0,0,0
2024-03-05,0,0,0,0,0,0,0,0,0
2024-03-06,0,0,0,0,0,0,0,0,0
2024-03-07,0,0,0,0,0,0,0,0,0
2024-03-08,0,0,0,0,0,0,0,0,0
2024-03-11,0,0,0,0,0,0,0,0,0
2024-03-12,0,0,0,0,0,0,0,0,0
2024-03-13,0,0,0,0,0,0,0,0,0
2024-03-14,0,0,0,0,0,0,0,0,0
2024-03-15,0,0,0,0,0,0,0,0,0
2024-03-18,0,0,0,0,0,0,0,0,0
2024-03-19,0,0,0,0,0,0,0,0,0
2024-03-20,0,0,0,0,0,0,0,0,0
2024-03-21,0,0,0,0,0,0,0,0,0
2024-03-22,0,0,0,0,0,0,0,0,0
2024-03-25,0,0,0,0,0,0,0,0,0
2024-03-26,0,0,0,0,0,0,0,0,0
2024-03-27,0,0,0,0,0,0,0,0,0
2024-03-28,0,0,0,0,0,0,0,0,0
2024-04-01,0,0,0,0,0,0,0,0,0
2024-04-02,0,0,0,0,0,0,0,0,0
2024-04-03,0,0,0,0,0,0,0,0,0
2024-04-04,0,0,0,0,0,0,0,0,0
